"Event Type : Full Waveform"
"Serial Number : UM16121"
"Version :  V 10-89 Micromate ISEE"
"File Name : UM16121_20260626154050(1).IDFW"
"Event Time : 15:40:50"
"Event Date : June 26, 2026"
"Trigger : Vert"
"Geo Trigger Level : 1.000 mm/s"
"Pre-trigger Length : -0.500 sec"
"Record Time : 5.158 sec"
"Record Stop Mode : Auto"
"Auto Window : 5 sec"
"Sample Rate : 4096 sps"
"Battery Level : 3.7 Volts"
"Calibration : December 20, 2019 by Instantel"
"Units : mm/s and "
"Operator : Operator"
"Setup : fac.MMB"
"Location: : "
"Client: : "
"User Name: : "
"General: : "
"Geo Range : 254.0 mm/s"
"Tran PPV : 5.833 mm/s"
"Vert PPV : 12.44 mm/s"
"Long PPV : 15.29 mm/s"
"Tran ZC Freq : 24.1 Hz"
"Vert ZC Freq : 20.9 Hz"
"Long ZC Freq : 34.7 Hz"
"Tran Time of Peak : 0.031 sec"
"Vert Time of Peak : 0.044 sec"
"Long Time of Peak : 0.023 sec"
"Tran Peak Acceleration : 0.234 g"
"Vert Peak Acceleration : 0.250 g"
"Long Peak Acceleration : 0.579 g"
"Tran Peak Displacement : 0.037 mm"
"Vert Peak Displacement : 0.082 mm"
"Long Peak Displacement : 0.068 mm"
"Peak Vector Sum : 15.92 mm/s"
"Peak Vector Sum Time : 0.023 sec"
"Tran  Test Freq : 7.3 Hz"
"Tran  Test Ratio : 4.3"
"Tran  Test Results : Passed"
"Vert  Test Freq : 7.3 Hz"
"Vert  Test Ratio : 4.4"
"Vert  Test Results : Passed"
"Long  Test Freq : 7.3 Hz"
"Long  Test Ratio : 4.5"
"Long  Test Results : Passed"
"PC SW Version : V 10.74"

   Tran   	   Vert   	   Long   
-0.055    	-0.276    	-0.055    
-0.047    	-0.292    	-0.032    
-0.055    	-0.276    	-0.032    
-0.071    	-0.276    	-0.032    
-0.063    	-0.292    	-0.032    
-0.063    	-0.276    	-0.032    
-0.063    	-0.268    	-0.039    
-0.055    	-0.260    	-0.047    
-0.039    	-0.260    	-0.055    
-0.047    	-0.260    	-0.055    
-0.071    	-0.260    	-0.055    
-0.071    	-0.252    	-0.055    
-0.063    	-0.260    	-0.047    
-0.071    	-0.252    	-0.055    
-0.063    	-0.244    	-0.039    
-0.071    	-0.260    	-0.032    
-0.071    	-0.260    	-0.024    
-0.079    	-0.260    	-0.039    
-0.079    	-0.260    	-0.039    
-0.063    	-0.260    	-0.047    
-0.079    	-0.276    	-0.024    
-0.079    	-0.260    	-0.039    
-0.095    	-0.236    	-0.032    
-0.071    	-0.236    	-0.032    
-0.079    	-0.244    	-0.032    
-0.079    	-0.244    	-0.032    
-0.087    	-0.252    	-0.024    
-0.079    	-0.260    	-0.024    
-0.095    	-0.236    	-0.032    
-0.071    	-0.229    	-0.047    
-0.071    	-0.244    	-0.039    
-0.079    	-0.252    	-0.047    
-0.095    	-0.236    	-0.047    
-0.095    	-0.229    	-0.055    
-0.095    	-0.236    	-0.047    
-0.095    	-0.221    	-0.039    
-0.095    	-0.229    	-0.032    
-0.095    	-0.236    	-0.032    
-0.102    	-0.221    	-0.047    
-0.095    	-0.229    	-0.039    
-0.102    	-0.221    	-0.032    
-0.110    	-0.213    	-0.032    
-0.110    	-0.205    	-0.039    
-0.095    	-0.197    	-0.047    
-0.102    	-0.197    	-0.055    
-0.102    	-0.213    	-0.047    
-0.095    	-0.197    	-0.055    
-0.110    	-0.197    	-0.063    
-0.110    	-0.197    	-0.063    
-0.110    	-0.181    	-0.047    
-0.102    	-0.181    	-0.032    
-0.118    	-0.181    	-0.032    
-0.102    	-0.173    	-0.024    
-0.110    	-0.181    	-0.024    
-0.102    	-0.166    	-0.016    
-0.110    	-0.173    	-0.016    
-0.118    	-0.150    	-0.008    
-0.110    	-0.158    	-0.024    
-0.110    	-0.150    	-0.016    
-0.102    	-0.142    	-0.039    
-0.110    	-0.142    	-0.024    
-0.118    	-0.134    	-0.039    
-0.126    	-0.134    	-0.016    
-0.118    	-0.126    	-0.032    
-0.126    	-0.126    	-0.032    
-0.126    	-0.126    	-0.032    
-0.126    	-0.110    	-0.024    
-0.126    	-0.126    	-0.047    
-0.118    	-0.118    	-0.039    
-0.134    	-0.118    	-0.047    
-0.126    	-0.102    	-0.047    
-0.134    	-0.110    	-0.047    
-0.126    	-0.095    	-0.032    
-0.134    	-0.102    	-0.039    
-0.118    	-0.071    	-0.039    
-0.118    	-0.079    	-0.024    
-0.134    	-0.071    	-0.024    
-0.126    	-0.071    	-0.032    
-0.142    	-0.071    	-0.039    
-0.150    	-0.071    	-0.039    
-0.142    	-0.071    	-0.039    
-0.134    	-0.063    	-0.039    
-0.126    	-0.047    	-0.032    
-0.118    	-0.047    	-0.024    
-0.102    	-0.063    	-0.024    
-0.118    	-0.055    	-0.039    
-0.095    	-0.039    	-0.032    
-0.126    	-0.032    	-0.032    
-0.126    	-0.016    	-0.032    
-0.126    	-0.008    	-0.039    
-0.134    	-0.008    	-0.024    
-0.142    	0.000     	-0.047    
-0.118    	-0.016    	-0.039    
-0.118    	-0.008    	-0.039    
-0.118    	0.016     	-0.047    
-0.126    	0.024     	-0.039    
-0.118    	0.024     	-0.055    
-0.118    	0.032     	-0.047    
-0.102    	0.016     	-0.032    
-0.102    	0.032     	-0.024    
-0.095    	0.032     	-0.032    
-0.110    	0.039     	-0.024    
-0.102    	0.047     	-0.032    
-0.118    	0.055     	-0.032    
-0.087    	0.055     	-0.039    
-0.126    	0.055     	-0.024    
-0.110    	0.071     	-0.024    
-0.118    	0.063     	-0.047    
-0.118    	0.071     	-0.039    
-0.110    	0.079     	-0.032    
-0.126    	0.071     	-0.032    
-0.102    	0.087     	-0.039    
-0.118    	0.095     	-0.032    
-0.087    	0.102     	-0.039    
-0.102    	0.087     	-0.032    
-0.118    	0.087     	-0.016    
-0.118    	0.102     	-0.024    
-0.126    	0.087     	-0.016    
-0.102    	0.126     	-0.024    
-0.102    	0.110     	-0.032    
-0.102    	0.118     	-0.016    
-0.110    	0.126     	-0.024    
-0.095    	0.118     	-0.032    
-0.102    	0.118     	-0.039    
-0.110    	0.118     	-0.032    
-0.087    	0.118     	-0.024    
-0.110    	0.126     	-0.016    
-0.102    	0.126     	-0.016    
-0.118    	0.134     	-0.008    
-0.118    	0.142     	-0.016    
-0.095    	0.142     	0.000     
-0.102    	0.134     	-0.016    
-0.087    	0.134     	-0.008    
-0.071    	0.142     	-0.024    
-0.079    	0.134     	-0.024    
-0.079    	0.142     	-0.016    
-0.102    	0.150     	-0.008    
-0.087    	0.142     	-0.016    
-0.087    	0.134     	-0.016    
-0.071    	0.150     	-0.008    
-0.087    	0.150     	-0.008    
-0.079    	0.142     	0.000     
-0.087    	0.134     	-0.008    
-0.087    	0.142     	-0.008    
-0.087    	0.150     	-0.016    
-0.079    	0.150     	0.000     
-0.055    	0.142     	-0.008    
-0.071    	0.142     	0.000     
-0.063    	0.134     	-0.008    
-0.063    	0.134     	0.000     
-0.055    	0.134     	0.000     
-0.055    	0.158     	-0.008    
-0.071    	0.150     	-0.008    
-0.079    	0.150     	0.000     
-0.055    	0.166     	0.016     
-0.063    	0.150     	0.000     
-0.063    	0.158     	-0.016    
-0.063    	0.150     	0.000     
-0.063    	0.166     	0.000     
-0.063    	0.142     	0.016     
-0.071    	0.158     	0.000     
-0.071    	0.158     	0.008     
-0.055    	0.158     	-0.008    
-0.055    	0.142     	-0.008    
-0.047    	0.126     	0.008     
-0.032    	0.126     	0.000     
-0.032    	0.126     	0.000     
-0.024    	0.118     	0.024     
-0.032    	0.118     	0.016     
-0.032    	0.110     	0.024     
-0.032    	0.126     	0.039     
-0.024    	0.110     	0.024     
-0.024    	0.102     	0.024     
-0.008    	0.102     	0.008     
-0.008    	0.087     	0.000     
0.008     	0.102     	0.016     
-0.008    	0.095     	0.024     
-0.008    	0.087     	0.016     
0.000     	0.079     	0.016     
0.000     	0.079     	0.024     
0.000     	0.063     	0.024     
0.008     	0.055     	0.024     
-0.008    	0.055     	0.024     
0.008     	0.047     	0.032     
0.000     	0.039     	0.039     
0.016     	0.047     	0.039     
-0.008    	0.032     	0.032     
0.000     	0.024     	0.039     
0.016     	0.032     	0.047     
0.024     	0.008     	0.032     
0.024     	0.000     	0.032     
0.024     	-0.008    	0.047     
0.016     	0.000     	0.047     
0.000     	-0.008    	0.063     
0.008     	0.000     	0.055     
0.000     	-0.016    	0.039     
0.016     	-0.008    	0.047     
0.016     	-0.024    	0.032     
0.024     	-0.047    	0.039     
0.039     	-0.055    	0.063     
0.039     	-0.047    	0.055     
0.039     	-0.055    	0.063     
0.024     	-0.063    	0.071     
0.039     	-0.071    	0.055     
0.039     	-0.079    	0.063     
0.055     	-0.087    	0.071     
0.063     	-0.110    	0.079     
0.055     	-0.079    	0.079     
0.063     	-0.102    	0.087     
0.055     	-0.102    	0.079     
0.055     	-0.118    	0.095     
0.071     	-0.126    	0.095     
0.071     	-0.118    	0.087     
0.071     	-0.134    	0.087     
0.055     	-0.134    	0.079     
0.079     	-0.150    	0.087     
0.087     	-0.158    	0.087     
0.079     	-0.166    	0.087     
0.087     	-0.173    	0.095     
0.095     	-0.150    	0.095     
0.095     	-0.166    	0.087     
0.095     	-0.181    	0.079     
0.110     	-0.197    	0.095     
0.087     	-0.197    	0.087     
0.102     	-0.205    	0.087     
0.118     	-0.221    	0.095     
0.134     	-0.221    	0.087     
0.118     	-0.229    	0.095     
0.118     	-0.236    	0.095     
0.110     	-0.221    	0.095     
0.126     	-0.229    	0.095     
0.150     	-0.213    	0.110     
0.142     	-0.229    	0.102     
0.150     	-0.244    	0.095     
0.142     	-0.229    	0.102     
0.142     	-0.252    	0.110     
0.134     	-0.268    	0.118     
0.150     	-0.260    	0.118     
0.142     	-0.276    	0.118     
0.150     	-0.276    	0.126     
0.134     	-0.292    	0.126     
0.134     	-0.292    	0.142     
0.158     	-0.307    	0.134     
0.142     	-0.300    	0.126     
0.142     	-0.331    	0.150     
0.142     	-0.323    	0.158     
0.134     	-0.323    	0.150     
0.150     	-0.331    	0.158     
0.126     	-0.323    	0.150     
0.134     	-0.323    	0.150     
0.142     	-0.315    	0.142     
0.134     	-0.315    	0.134     
0.150     	-0.323    	0.142     
0.150     	-0.323    	0.150     
0.158     	-0.331    	0.142     
0.150     	-0.331    	0.142     
0.150     	-0.339    	0.158     
0.150     	-0.331    	0.150     
0.142     	-0.355    	0.142     
0.150     	-0.347    	0.142     
0.158     	-0.355    	0.142     
0.150     	-0.355    	0.150     
0.142     	-0.347    	0.134     
0.158     	-0.355    	0.158     
0.142     	-0.355    	0.150     
0.158     	-0.355    	0.166     
0.150     	-0.363    	0.142     
0.158     	-0.378    	0.158     
0.150     	-0.370    	0.150     
0.134     	-0.363    	0.134     
0.134     	-0.363    	0.142     
0.134     	-0.363    	0.126     
0.134     	-0.363    	0.126     
0.126     	-0.363    	0.118     
0.126     	-0.386    	0.142     
0.118     	-0.378    	0.118     
0.126     	-0.363    	0.134     
0.134     	-0.370    	0.126     
0.150     	-0.355    	0.134     
0.142     	-0.370    	0.126     
0.142     	-0.378    	0.110     
0.134     	-0.386    	0.102     
0.142     	-0.378    	0.102     
0.126     	-0.370    	0.110     
0.126     	-0.370    	0.118     
0.118     	-0.363    	0.102     
0.134     	-0.363    	0.110     
0.134     	-0.347    	0.126     
0.142     	-0.355    	0.118     
0.126     	-0.355    	0.095     
0.118     	-0.378    	0.118     
0.118     	-0.363    	0.102     
0.102     	-0.355    	0.102     
0.095     	-0.363    	0.110     
0.087     	-0.355    	0.102     
0.087     	-0.347    	0.102     
0.079     	-0.347    	0.102     
0.071     	-0.347    	0.102     
0.087     	-0.347    	0.110     
0.095     	-0.339    	0.102     
0.087     	-0.323    	0.102     
0.079     	-0.339    	0.118     
0.087     	-0.323    	0.102     
0.055     	-0.315    	0.102     
0.063     	-0.315    	0.102     
0.055     	-0.323    	0.079     
0.039     	-0.323    	0.087     
0.039     	-0.323    	0.071     
0.032     	-0.331    	0.079     
0.008     	-0.331    	0.079     
0.008     	-0.323    	0.071     
0.016     	-0.307    	0.071     
0.032     	-0.300    	0.071     
0.024     	-0.307    	0.071     
0.032     	-0.300    	0.079     
0.024     	-0.292    	0.087     
0.032     	-0.315    	0.095     
0.016     	-0.284    	0.079     
0.024     	-0.268    	0.079     
0.008     	-0.268    	0.079     
0.024     	-0.276    	0.071     
-0.008    	-0.268    	0.071     
-0.008    	-0.260    	0.079     
0.016     	-0.268    	0.063     
-0.008    	-0.268    	0.055     
-0.008    	-0.260    	0.071     
-0.008    	-0.268    	0.055     
-0.008    	-0.244    	0.047     
-0.008    	-0.236    	0.047     
-0.008    	-0.244    	0.055     
-0.016    	-0.244    	0.039     
-0.008    	-0.244    	0.063     
-0.016    	-0.244    	0.047     
-0.032    	-0.236    	0.047     
-0.016    	-0.244    	0.063     
-0.039    	-0.229    	0.047     
-0.032    	-0.229    	0.063     
-0.039    	-0.213    	0.047     
-0.032    	-0.205    	0.032     
-0.032    	-0.213    	0.039     
-0.032    	-0.205    	0.032     
-0.024    	-0.205    	0.032     
-0.039    	-0.205    	0.024     
-0.039    	-0.181    	0.016     
-0.032    	-0.189    	0.032     
-0.032    	-0.189    	0.032     
-0.039    	-0.173    	0.024     
-0.032    	-0.173    	0.024     
-0.047    	-0.181    	0.039     
-0.055    	-0.166    	0.024     
-0.047    	-0.166    	0.032     
-0.055    	-0.166    	0.039     
-0.063    	-0.158    	0.032     
-0.055    	-0.158    	0.039     
-0.055    	-0.142    	0.032     
-0.047    	-0.150    	0.039     
-0.063    	-0.126    	0.024     
-0.063    	-0.134    	0.016     
-0.047    	-0.118    	0.024     
-0.047    	-0.118    	0.016     
-0.047    	-0.110    	0.024     
-0.055    	-0.102    	0.008     
-0.055    	-0.110    	0.000     
-0.047    	-0.118    	0.000     
-0.032    	-0.102    	-0.008    
-0.055    	-0.118    	0.000     
-0.039    	-0.118    	-0.008    
-0.055    	-0.095    	0.008     
-0.055    	-0.087    	-0.016    
-0.047    	-0.071    	0.008     
-0.055    	-0.071    	0.016     
-0.063    	-0.071    	0.008     
-0.055    	-0.063    	0.024     
-0.055    	-0.063    	0.016     
-0.063    	-0.039    	0.008     
-0.063    	-0.047    	0.008     
-0.055    	-0.039    	0.016     
-0.071    	-0.032    	0.000     
-0.079    	-0.039    	0.000     
-0.087    	-0.039    	0.000     
-0.079    	-0.024    	-0.016    
-0.079    	-0.032    	-0.008    
-0.055    	-0.039    	0.000     
-0.079    	-0.032    	0.000     
-0.079    	-0.039    	0.008     
-0.071    	-0.032    	0.000     
-0.063    	-0.024    	0.008     
-0.055    	-0.024    	0.008     
-0.063    	-0.008    	0.000     
-0.063    	-0.008    	0.024     
-0.055    	-0.008    	0.008     
-0.055    	-0.008    	0.000     
-0.055    	0.000     	-0.008    
-0.063    	-0.008    	-0.016    
-0.055    	0.016     	-0.008    
-0.047    	0.008     	-0.016    
-0.055    	0.000     	-0.008    
-0.063    	0.000     	-0.008    
-0.063    	0.016     	-0.016    
-0.063    	0.008     	-0.008    
-0.063    	0.024     	-0.016    
-0.047    	0.032     	-0.024    
-0.055    	0.032     	0.000     
-0.055    	0.024     	-0.008    
-0.039    	0.039     	-0.008    
-0.032    	0.047     	-0.008    
-0.032    	0.047     	0.000     
-0.055    	0.039     	-0.016    
-0.032    	0.032     	0.000     
-0.032    	0.032     	-0.016    
-0.039    	0.039     	-0.008    
-0.047    	0.055     	-0.016    
-0.039    	0.047     	-0.016    
-0.039    	0.063     	-0.008    
-0.032    	0.063     	0.000     
-0.032    	0.055     	-0.008    
-0.008    	0.055     	-0.008    
-0.008    	0.055     	0.008     
-0.008    	0.055     	0.008     
-0.008    	0.063     	0.016     
-0.016    	0.055     	0.024     
-0.008    	0.055     	0.016     
0.008     	0.071     	0.016     
-0.008    	0.087     	0.032     
-0.024    	0.071     	0.039     
-0.008    	0.087     	0.032     
-0.024    	0.087     	0.039     
-0.008    	0.079     	0.032     
-0.008    	0.071     	0.032     
-0.016    	0.071     	0.047     
-0.008    	0.079     	0.024     
0.000     	0.079     	0.024     
-0.008    	0.102     	0.039     
0.000     	0.095     	0.032     
-0.016    	0.110     	0.024     
0.000     	0.110     	0.032     
0.000     	0.118     	0.032     
-0.008    	0.118     	0.047     
-0.016    	0.102     	0.039     
-0.008    	0.110     	0.055     
0.000     	0.102     	0.047     
-0.008    	0.102     	0.047     
-0.024    	0.102     	0.039     
-0.016    	0.095     	0.047     
-0.008    	0.087     	0.032     
0.008     	0.110     	0.039     
-0.016    	0.110     	0.032     
-0.008    	0.102     	0.039     
0.008     	0.110     	0.047     
-0.008    	0.118     	0.039     
-0.008    	0.110     	0.047     
0.000     	0.110     	0.063     
0.016     	0.110     	0.079     
0.032     	0.110     	0.063     
0.008     	0.110     	0.055     
0.000     	0.102     	0.055     
0.008     	0.110     	0.055     
0.016     	0.095     	0.047     
0.008     	0.095     	0.047     
0.000     	0.095     	0.047     
0.008     	0.095     	0.039     
-0.008    	0.095     	0.055     
-0.008    	0.087     	0.063     
0.000     	0.071     	0.055     
0.000     	0.087     	0.071     
-0.008    	0.087     	0.055     
-0.008    	0.071     	0.071     
-0.016    	0.079     	0.055     
-0.008    	0.079     	0.047     
-0.008    	0.079     	0.047     
0.008     	0.079     	0.063     
0.008     	0.071     	0.047     
0.008     	0.079     	0.047     
0.000     	0.063     	0.071     
0.008     	0.071     	0.063     
-0.008    	0.047     	0.063     
-0.008    	0.047     	0.071     
-0.008    	0.055     	0.079     
0.000     	0.047     	0.063     
0.000     	0.039     	0.055     
0.008     	0.047     	0.063     
-0.008    	0.055     	0.039     
-0.008    	0.047     	0.047     
-0.016    	0.055     	0.047     
-0.024    	0.047     	0.039     
-0.008    	0.047     	0.047     
-0.016    	0.047     	0.047     
-0.016    	0.063     	0.047     
0.008     	0.055     	0.055     
-0.008    	0.047     	0.055     
-0.008    	0.039     	0.047     
-0.008    	0.032     	0.047     
0.000     	0.024     	0.039     
-0.008    	0.000     	0.032     
-0.024    	0.008     	0.039     
-0.016    	0.000     	0.032     
-0.024    	-0.024    	0.032     
-0.024    	-0.008    	0.032     
-0.016    	-0.024    	0.039     
-0.016    	-0.024    	0.032     
-0.008    	-0.024    	0.047     
-0.047    	-0.032    	0.047     
-0.024    	-0.032    	0.047     
-0.024    	-0.032    	0.039     
-0.016    	-0.032    	0.032     
-0.016    	-0.039    	0.024     
-0.016    	-0.047    	0.008     
-0.008    	-0.039    	0.024     
-0.032    	-0.055    	0.016     
-0.032    	-0.047    	0.024     
-0.039    	-0.039    	0.024     
-0.024    	-0.071    	0.024     
-0.024    	-0.063    	0.032     
-0.024    	-0.079    	0.032     
-0.016    	-0.071    	0.008     
-0.032    	-0.079    	0.008     
-0.016    	-0.087    	0.008     
-0.039    	-0.102    	0.024     
-0.032    	-0.110    	0.008     
-0.047    	-0.102    	0.008     
-0.039    	-0.118    	0.008     
-0.032    	-0.110    	-0.016    
-0.039    	-0.118    	0.000     
-0.039    	-0.110    	0.000     
-0.032    	-0.126    	0.000     
-0.047    	-0.134    	0.000     
-0.055    	-0.142    	0.008     
-0.055    	-0.142    	-0.016    
-0.063    	-0.126    	-0.008    
-0.039    	-0.126    	-0.008    
-0.032    	-0.134    	0.008     
-0.024    	-0.126    	0.000     
-0.024    	-0.126    	-0.016    
-0.024    	-0.142    	-0.016    
-0.024    	-0.150    	-0.024    
-0.039    	-0.158    	-0.016    
-0.039    	-0.158    	0.000     
-0.047    	-0.158    	0.008     
-0.047    	-0.166    	-0.008    
-0.047    	-0.166    	-0.008    
-0.047    	-0.181    	-0.032    
-0.039    	-0.181    	-0.016    
-0.039    	-0.173    	-0.016    
-0.047    	-0.166    	-0.008    
-0.039    	-0.173    	0.000     
-0.039    	-0.189    	0.000     
-0.047    	-0.197    	-0.008    
-0.047    	-0.181    	-0.016    
-0.063    	-0.197    	-0.024    
-0.055    	-0.197    	-0.016    
-0.055    	-0.213    	-0.016    
-0.063    	-0.213    	-0.032    
-0.039    	-0.221    	-0.016    
-0.055    	-0.229    	-0.008    
-0.055    	-0.229    	-0.016    
-0.055    	-0.221    	-0.016    
-0.055    	-0.221    	-0.024    
-0.063    	-0.213    	-0.032    
-0.055    	-0.229    	-0.024    
-0.047    	-0.205    	-0.032    
-0.055    	-0.221    	-0.016    
-0.071    	-0.229    	-0.024    
-0.071    	-0.229    	-0.024    
-0.079    	-0.229    	-0.016    
-0.071    	-0.221    	-0.008    
-0.071    	-0.221    	-0.024    
-0.071    	-0.221    	-0.016    
-0.063    	-0.213    	-0.016    
-0.055    	-0.229    	-0.024    
-0.071    	-0.229    	-0.016    
-0.063    	-0.236    	-0.024    
-0.055    	-0.236    	-0.032    
-0.063    	-0.244    	-0.024    
-0.055    	-0.244    	-0.024    
-0.063    	-0.244    	-0.024    
-0.039    	-0.252    	-0.032    
-0.063    	-0.244    	-0.032    
-0.047    	-0.252    	-0.047    
-0.047    	-0.260    	-0.024    
-0.047    	-0.260    	-0.024    
-0.032    	-0.252    	-0.047    
