"Event Type : Full Waveform"
"Serial Number : UM16124"
"Version :  V 10-89 Micromate ISEE"
"File Name : UM16124_20260626154118(1).IDFW"
"Event Time : 15:41:18"
"Event Date : June 26, 2026"
"Trigger : Vert"
"Geo Trigger Level : 1.000 mm/s"
"Pre-trigger Length : -0.500 sec"
"Record Time : 3.0 sec"
"Record Stop Mode : Fixed"
"Sample Rate : 4096 sps"
"Battery Level : 3.6 Volts"
"Calibration : December 20, 2019 by Instantel"
"Units : mm/s and "
"Operator : Operator"
"Setup : factory.MMB"
"Location: : "
"Client: : "
"User Name: : "
"General: : "
"Geo Range : 254.0 mm/s"
"Tran PPV : 6.164 mm/s"
"Vert PPV : 13.36 mm/s"
"Long PPV : 7.070 mm/s"
"Tran ZC Freq : 28.8 Hz"
"Vert ZC Freq : 25.6 Hz"
"Long ZC Freq : 20.5 Hz"
"Tran Time of Peak : 0.045 sec"
"Vert Time of Peak : 0.055 sec"
"Long Time of Peak : 0.032 sec"
"Tran Peak Acceleration : 0.161 g"
"Vert Peak Acceleration : 0.247 g"
"Long Peak Acceleration : 0.174 g"
"Tran Peak Displacement : 0.034 mm"
"Vert Peak Displacement : 0.075 mm"
"Long Peak Displacement : 0.048 mm"
"Peak Vector Sum : 13.70 mm/s"
"Peak Vector Sum Time : 0.054 sec"
"Tran  Test Results : Disabled"
"Vert  Test Results : Disabled"
"Long  Test Results : Disabled"
"PC SW Version : V 10.74"

   Tran   	   Vert   	   Long   
-0.016    	0.016     	-0.047    
-0.016    	0.016     	-0.047    
-0.016    	0.000     	-0.063    
-0.039    	0.000     	-0.055    
-0.016    	0.008     	-0.063    
-0.024    	0.016     	-0.063    
-0.032    	0.016     	-0.047    
-0.024    	0.032     	-0.055    
-0.039    	0.039     	-0.055    
-0.032    	0.047     	-0.039    
-0.039    	0.039     	-0.055    
-0.024    	0.047     	-0.032    
-0.016    	0.047     	-0.032    
-0.032    	0.047     	-0.055    
-0.016    	0.039     	-0.039    
-0.016    	0.039     	-0.071    
-0.024    	0.047     	-0.055    
-0.016    	0.055     	-0.055    
-0.016    	0.071     	-0.055    
-0.008    	0.087     	-0.063    
-0.024    	0.079     	-0.063    
-0.016    	0.079     	-0.055    
-0.032    	0.087     	-0.063    
-0.032    	0.079     	-0.055    
-0.032    	0.087     	-0.055    
-0.024    	0.079     	-0.071    
-0.016    	0.087     	-0.039    
-0.024    	0.110     	-0.063    
-0.032    	0.118     	-0.063    
-0.032    	0.126     	-0.055    
-0.032    	0.126     	-0.039    
-0.016    	0.126     	-0.063    
-0.032    	0.142     	-0.047    
-0.024    	0.134     	-0.047    
-0.039    	0.142     	-0.063    
-0.039    	0.142     	-0.055    
-0.024    	0.158     	-0.055    
-0.032    	0.150     	-0.055    
-0.016    	0.150     	-0.055    
-0.024    	0.150     	-0.079    
-0.032    	0.150     	-0.063    
-0.008    	0.142     	-0.071    
-0.024    	0.166     	-0.055    
-0.032    	0.158     	-0.071    
-0.024    	0.166     	-0.047    
-0.032    	0.166     	-0.071    
-0.024    	0.158     	-0.063    
-0.024    	0.173     	-0.047    
-0.024    	0.166     	-0.055    
-0.008    	0.166     	-0.063    
-0.008    	0.181     	-0.039    
-0.024    	0.181     	-0.071    
-0.024    	0.181     	-0.071    
-0.016    	0.205     	-0.063    
-0.024    	0.173     	-0.063    
-0.024    	0.173     	-0.063    
-0.039    	0.181     	-0.063    
-0.016    	0.189     	-0.055    
0.000     	0.205     	-0.063    
-0.008    	0.205     	-0.039    
-0.008    	0.213     	-0.055    
-0.008    	0.205     	-0.055    
0.000     	0.205     	-0.055    
-0.008    	0.205     	-0.063    
0.000     	0.197     	-0.071    
0.016     	0.205     	-0.087    
0.016     	0.205     	-0.095    
0.000     	0.205     	-0.095    
0.016     	0.197     	-0.110    
0.024     	0.221     	-0.087    
0.008     	0.205     	-0.102    
0.016     	0.221     	-0.079    
0.016     	0.213     	-0.087    
0.024     	0.213     	-0.087    
0.024     	0.197     	-0.079    
0.016     	0.213     	-0.079    
0.032     	0.197     	-0.079    
0.016     	0.221     	-0.087    
0.024     	0.197     	-0.102    
0.024     	0.205     	-0.118    
0.039     	0.197     	-0.102    
0.032     	0.213     	-0.102    
0.032     	0.205     	-0.087    
0.032     	0.213     	-0.095    
0.032     	0.205     	-0.095    
0.032     	0.205     	-0.095    
0.039     	0.197     	-0.102    
0.039     	0.189     	-0.134    
0.039     	0.189     	-0.110    
0.039     	0.189     	-0.102    
0.024     	0.213     	-0.102    
0.055     	0.213     	-0.095    
0.047     	0.189     	-0.118    
0.063     	0.205     	-0.118    
0.071     	0.189     	-0.126    
0.063     	0.173     	-0.110    
0.055     	0.166     	-0.110    
0.063     	0.166     	-0.110    
0.055     	0.173     	-0.110    
0.055     	0.166     	-0.126    
0.079     	0.173     	-0.102    
0.071     	0.150     	-0.110    
0.071     	0.166     	-0.110    
0.071     	0.173     	-0.126    
0.079     	0.158     	-0.126    
0.087     	0.158     	-0.118    
0.087     	0.158     	-0.134    
0.087     	0.166     	-0.126    
0.102     	0.158     	-0.134    
0.095     	0.142     	-0.118    
0.087     	0.142     	-0.134    
0.095     	0.150     	-0.134    
0.095     	0.142     	-0.126    
0.095     	0.134     	-0.134    
0.095     	0.118     	-0.142    
0.095     	0.126     	-0.134    
0.087     	0.110     	-0.142    
0.102     	0.118     	-0.150    
0.102     	0.126     	-0.150    
0.087     	0.102     	-0.142    
0.110     	0.102     	-0.150    
0.079     	0.087     	-0.142    
0.095     	0.087     	-0.158    
0.087     	0.095     	-0.126    
0.087     	0.095     	-0.126    
0.102     	0.095     	-0.118    
0.110     	0.079     	-0.142    
0.095     	0.079     	-0.142    
0.095     	0.079     	-0.134    
0.095     	0.071     	-0.142    
0.110     	0.079     	-0.134    
0.118     	0.063     	-0.126    
0.087     	0.063     	-0.142    
0.095     	0.039     	-0.150    
0.102     	0.039     	-0.158    
0.126     	0.039     	-0.150    
0.134     	0.047     	-0.142    
0.118     	0.047     	-0.150    
0.134     	0.055     	-0.126    
0.110     	0.024     	-0.134    
0.110     	0.024     	-0.134    
0.126     	0.016     	-0.142    
0.110     	0.008     	-0.134    
0.118     	0.032     	-0.126    
0.134     	0.008     	-0.118    
0.118     	0.016     	-0.118    
0.118     	-0.024    	-0.118    
0.102     	-0.024    	-0.110    
0.118     	-0.016    	-0.110    
0.126     	-0.016    	-0.118    
0.118     	-0.024    	-0.126    
0.142     	-0.008    	-0.110    
0.126     	-0.039    	-0.118    
0.150     	-0.032    	-0.118    
0.134     	-0.071    	-0.134    
0.118     	-0.063    	-0.126    
0.142     	-0.047    	-0.118    
0.126     	-0.047    	-0.110    
0.142     	-0.047    	-0.102    
0.134     	-0.039    	-0.102    
0.142     	-0.063    	-0.102    
0.134     	-0.071    	-0.079    
0.134     	-0.071    	-0.079    
0.142     	-0.079    	-0.087    
0.142     	-0.095    	-0.071    
0.134     	-0.087    	-0.071    
0.142     	-0.087    	-0.047    
0.150     	-0.095    	-0.055    
0.134     	-0.095    	-0.063    
0.134     	-0.102    	-0.055    
0.142     	-0.118    	-0.055    
0.134     	-0.110    	-0.055    
0.142     	-0.142    	-0.055    
0.118     	-0.134    	-0.063    
0.118     	-0.142    	-0.032    
0.158     	-0.142    	0.008     
0.134     	-0.142    	-0.008    
0.126     	-0.158    	-0.016    
0.134     	-0.158    	0.000     
0.126     	-0.150    	-0.008    
0.134     	-0.166    	-0.016    
0.158     	-0.142    	0.016     
0.150     	-0.173    	0.024     
0.118     	-0.173    	0.024     
0.110     	-0.166    	0.016     
0.118     	-0.181    	0.032     
0.126     	-0.173    	0.047     
0.126     	-0.173    	0.055     
0.126     	-0.189    	0.055     
0.150     	-0.166    	0.063     
0.134     	-0.181    	0.063     
0.118     	-0.205    	0.055     
0.126     	-0.197    	0.087     
0.118     	-0.205    	0.071     
0.118     	-0.221    	0.063     
0.134     	-0.213    	0.079     
0.134     	-0.213    	0.102     
0.118     	-0.236    	0.102     
0.126     	-0.221    	0.118     
0.126     	-0.236    	0.126     
0.126     	-0.229    	0.134     
0.126     	-0.236    	0.126     
0.134     	-0.244    	0.126     
0.126     	-0.260    	0.134     
0.134     	-0.244    	0.142     
0.134     	-0.252    	0.158     
0.126     	-0.252    	0.150     
0.134     	-0.260    	0.142     
0.134     	-0.252    	0.158     
0.134     	-0.260    	0.158     
0.134     	-0.260    	0.173     
0.134     	-0.252    	0.158     
0.142     	-0.260    	0.189     
0.134     	-0.268    	0.189     
0.134     	-0.260    	0.189     
0.118     	-0.252    	0.166     
0.126     	-0.252    	0.181     
0.102     	-0.268    	0.189     
0.110     	-0.260    	0.213     
0.102     	-0.284    	0.205     
0.118     	-0.276    	0.221     
0.110     	-0.292    	0.221     
0.126     	-0.284    	0.213     
0.118     	-0.284    	0.213     
0.126     	-0.284    	0.229     
0.126     	-0.284    	0.205     
0.110     	-0.284    	0.213     
0.118     	-0.292    	0.229     
0.110     	-0.284    	0.236     
0.118     	-0.276    	0.236     
0.102     	-0.268    	0.229     
0.102     	-0.268    	0.252     
0.110     	-0.276    	0.236     
0.102     	-0.284    	0.229     
0.110     	-0.260    	0.236     
0.118     	-0.268    	0.244     
0.102     	-0.252    	0.244     
0.110     	-0.268    	0.244     
0.110     	-0.268    	0.244     
0.102     	-0.260    	0.260     
0.087     	-0.260    	0.244     
0.095     	-0.260    	0.244     
0.102     	-0.244    	0.252     
0.118     	-0.244    	0.252     
0.095     	-0.252    	0.252     
0.102     	-0.260    	0.260     
0.102     	-0.252    	0.244     
0.095     	-0.260    	0.260     
0.095     	-0.252    	0.236     
0.071     	-0.260    	0.229     
0.079     	-0.252    	0.236     
0.087     	-0.244    	0.221     
0.087     	-0.244    	0.236     
0.095     	-0.252    	0.229     
0.079     	-0.244    	0.236     
0.095     	-0.252    	0.236     
0.095     	-0.244    	0.236     
0.087     	-0.229    	0.221     
0.087     	-0.229    	0.236     
0.079     	-0.221    	0.229     
0.087     	-0.221    	0.221     
0.079     	-0.244    	0.229     
0.079     	-0.213    	0.221     
0.079     	-0.221    	0.221     
0.079     	-0.205    	0.213     
0.079     	-0.221    	0.213     
0.071     	-0.221    	0.197     
0.055     	-0.221    	0.221     
0.079     	-0.213    	0.229     
0.071     	-0.197    	0.205     
0.055     	-0.213    	0.197     
0.055     	-0.205    	0.205     
0.055     	-0.189    	0.189     
0.071     	-0.166    	0.213     
0.063     	-0.173    	0.197     
0.063     	-0.166    	0.189     
0.055     	-0.150    	0.213     
0.047     	-0.166    	0.181     
0.063     	-0.166    	0.189     
0.047     	-0.158    	0.189     
0.047     	-0.142    	0.181     
0.055     	-0.158    	0.181     
0.055     	-0.150    	0.173     
0.047     	-0.150    	0.173     
0.047     	-0.150    	0.173     
0.032     	-0.150    	0.173     
0.024     	-0.150    	0.166     
0.032     	-0.150    	0.158     
0.047     	-0.134    	0.142     
0.039     	-0.134    	0.150     
0.032     	-0.142    	0.126     
0.032     	-0.134    	0.142     
0.032     	-0.134    	0.126     
0.047     	-0.118    	0.126     
0.032     	-0.118    	0.134     
0.047     	-0.095    	0.134     
0.039     	-0.102    	0.126     
0.039     	-0.102    	0.110     
0.039     	-0.087    	0.118     
0.039     	-0.095    	0.102     
0.024     	-0.079    	0.110     
0.039     	-0.079    	0.102     
0.032     	-0.071    	0.102     
0.039     	-0.055    	0.102     
0.032     	-0.063    	0.087     
0.024     	-0.055    	0.079     
0.032     	-0.039    	0.079     
0.032     	-0.047    	0.087     
0.032     	-0.039    	0.079     
0.039     	-0.047    	0.087     
0.039     	-0.047    	0.079     
0.039     	-0.039    	0.055     
0.047     	-0.039    	0.071     
0.039     	-0.024    	0.055     
0.039     	-0.039    	0.055     
0.055     	-0.016    	0.055     
0.039     	-0.024    	0.063     
0.047     	-0.008    	0.047     
0.047     	-0.008    	0.047     
0.055     	-0.016    	0.039     
0.055     	-0.008    	0.047     
0.047     	0.008     	0.039     
0.032     	0.008     	0.047     
0.039     	0.024     	0.047     
0.047     	0.039     	0.047     
0.032     	0.039     	0.047     
0.055     	0.024     	0.039     
0.055     	0.032     	0.055     
0.047     	0.039     	0.024     
0.063     	0.047     	0.024     
0.055     	0.063     	0.016     
0.063     	0.055     	0.016     
0.071     	0.055     	0.016     
0.071     	0.063     	0.000     
0.063     	0.063     	0.008     
0.071     	0.087     	0.016     
0.063     	0.079     	0.008     
0.079     	0.087     	0.016     
0.079     	0.095     	0.008     
0.079     	0.102     	0.008     
0.071     	0.102     	0.000     
0.087     	0.102     	0.008     
0.087     	0.110     	-0.008    
0.087     	0.118     	-0.008    
0.087     	0.126     	0.008     
0.087     	0.134     	0.008     
0.079     	0.126     	-0.008    
0.079     	0.126     	-0.024    
0.079     	0.142     	0.008     
0.079     	0.150     	-0.016    
0.087     	0.158     	-0.016    
0.095     	0.158     	-0.016    
0.087     	0.134     	-0.016    
0.095     	0.134     	-0.032    
0.102     	0.142     	-0.016    
0.110     	0.142     	-0.032    
0.095     	0.150     	-0.032    
0.102     	0.158     	-0.016    
0.087     	0.158     	-0.039    
0.110     	0.173     	-0.024    
0.110     	0.173     	-0.032    
0.102     	0.166     	-0.024    
0.110     	0.173     	-0.047    
0.102     	0.189     	-0.047    
0.110     	0.181     	-0.063    
0.102     	0.189     	-0.047    
0.087     	0.205     	-0.063    
0.087     	0.197     	-0.055    
0.079     	0.205     	-0.055    
0.102     	0.213     	-0.071    
0.095     	0.205     	-0.063    
0.095     	0.213     	-0.079    
0.110     	0.221     	-0.071    
0.110     	0.229     	-0.087    
0.118     	0.213     	-0.063    
0.110     	0.213     	-0.079    
0.126     	0.221     	-0.055    
0.110     	0.221     	-0.055    
0.102     	0.221     	-0.063    
0.110     	0.229     	-0.047    
0.110     	0.229     	-0.063    
0.118     	0.236     	-0.055    
0.118     	0.244     	-0.071    
0.102     	0.236     	-0.079    
0.095     	0.236     	-0.079    
0.102     	0.229     	-0.079    
0.110     	0.236     	-0.071    
0.110     	0.244     	-0.079    
0.110     	0.229     	-0.087    
0.118     	0.252     	-0.087    
0.118     	0.260     	-0.095    
0.118     	0.260     	-0.095    
0.118     	0.260     	-0.102    
0.118     	0.260     	-0.087    
0.126     	0.252     	-0.095    
0.118     	0.236     	-0.095    
0.126     	0.252     	-0.102    
0.118     	0.252     	-0.102    
0.118     	0.236     	-0.102    
0.118     	0.252     	-0.079    
0.118     	0.252     	-0.095    
0.118     	0.236     	-0.102    
0.102     	0.236     	-0.110    
0.102     	0.236     	-0.087    
0.118     	0.236     	-0.102    
0.126     	0.236     	-0.087    
0.118     	0.252     	-0.095    
0.126     	0.252     	-0.087    
0.134     	0.244     	-0.087    
0.110     	0.221     	-0.110    
0.110     	0.229     	-0.095    
0.110     	0.221     	-0.110    
0.134     	0.221     	-0.110    
0.134     	0.229     	-0.110    
0.126     	0.229     	-0.095    
0.118     	0.236     	-0.095    
0.102     	0.236     	-0.110    
0.110     	0.236     	-0.110    
0.087     	0.236     	-0.118    
0.087     	0.213     	-0.110    
0.095     	0.205     	-0.118    
0.087     	0.213     	-0.087    
0.110     	0.197     	-0.087    
0.110     	0.205     	-0.110    
0.095     	0.205     	-0.102    
0.087     	0.205     	-0.102    
0.095     	0.197     	-0.118    
0.079     	0.173     	-0.118    
0.079     	0.189     	-0.102    
0.087     	0.173     	-0.118    
0.087     	0.189     	-0.102    
0.087     	0.173     	-0.110    
0.087     	0.173     	-0.095    
0.071     	0.150     	-0.110    
0.079     	0.158     	-0.102    
0.079     	0.134     	-0.102    
0.071     	0.150     	-0.087    
0.087     	0.173     	-0.087    
0.071     	0.142     	-0.102    
0.063     	0.134     	-0.087    
0.063     	0.134     	-0.095    
0.047     	0.142     	-0.095    
0.079     	0.134     	-0.079    
0.055     	0.134     	-0.079    
0.055     	0.150     	-0.087    
0.039     	0.126     	-0.095    
0.032     	0.142     	-0.095    
0.039     	0.118     	-0.095    
0.032     	0.102     	-0.095    
0.032     	0.110     	-0.110    
0.032     	0.102     	-0.095    
0.039     	0.110     	-0.095    
0.024     	0.095     	-0.102    
0.047     	0.087     	-0.087    
0.047     	0.079     	-0.087    
0.024     	0.087     	-0.071    
0.032     	0.071     	-0.071    
0.024     	0.071     	-0.071    
0.024     	0.071     	-0.079    
0.008     	0.063     	-0.087    
0.016     	0.055     	-0.087    
0.024     	0.047     	-0.095    
0.008     	0.055     	-0.079    
0.008     	0.039     	-0.087    
-0.008    	0.032     	-0.087    
0.008     	0.039     	-0.079    
0.008     	0.055     	-0.079    
0.024     	0.032     	-0.063    
0.039     	0.047     	-0.071    
0.024     	0.032     	-0.063    
0.016     	0.016     	-0.079    
0.016     	0.008     	-0.079    
0.008     	0.000     	-0.087    
0.016     	0.000     	-0.102    
-0.008    	-0.016    	-0.110    
-0.016    	-0.032    	-0.102    
-0.024    	-0.016    	-0.110    
-0.016    	-0.024    	-0.079    
0.000     	-0.016    	-0.071    
-0.008    	-0.024    	-0.079    
0.000     	-0.047    	-0.055    
0.000     	-0.032    	-0.063    
0.008     	-0.047    	-0.071    
0.024     	-0.039    	-0.055    
-0.008    	-0.047    	-0.087    
0.000     	-0.063    	-0.087    
0.000     	-0.063    	-0.087    
-0.008    	-0.071    	-0.079    
0.008     	-0.055    	-0.071    
0.008     	-0.071    	-0.071    
-0.008    	-0.071    	-0.071    
-0.024    	-0.095    	-0.087    
0.000     	-0.079    	-0.063    
0.000     	-0.095    	-0.071    
-0.008    	-0.087    	-0.071    
-0.032    	-0.102    	-0.071    
-0.016    	-0.102    	-0.055    
-0.016    	-0.110    	-0.055    
-0.016    	-0.118    	-0.055    
-0.008    	-0.102    	-0.055    
-0.024    	-0.110    	-0.047    
-0.024    	-0.126    	-0.055    
-0.008    	-0.110    	-0.039    
-0.016    	-0.134    	-0.047    
-0.008    	-0.126    	-0.039    
0.000     	-0.126    	-0.047    
-0.008    	-0.134    	-0.039    
-0.008    	-0.118    	-0.047    
0.008     	-0.142    	-0.032    
-0.008    	-0.142    	-0.032    
0.000     	-0.134    	-0.039    
-0.008    	-0.134    	-0.039    
-0.008    	-0.150    	-0.024    
0.008     	-0.150    	-0.024    
0.000     	-0.166    	-0.016    
-0.008    	-0.166    	-0.016    
0.016     	-0.181    	-0.016    
0.000     	-0.158    	-0.008    
0.016     	-0.166    	-0.016    
0.000     	-0.158    	-0.024    
0.016     	-0.158    	0.000     
0.016     	-0.158    	-0.008    
0.016     	-0.181    	-0.008    
0.008     	-0.181    	-0.008    
0.016     	-0.181    	-0.008    
0.016     	-0.166    	-0.008    
0.000     	-0.173    	-0.008    
0.000     	-0.181    	-0.008    
-0.008    	-0.181    	0.008     
0.000     	-0.189    	0.008     
0.008     	-0.189    	0.016     
0.000     	-0.205    	0.024     
0.000     	-0.181    	0.032     
0.008     	-0.197    	0.024     
0.000     	-0.189    	0.024     
0.016     	-0.213    	0.024     
0.000     	-0.205    	0.016     
0.016     	-0.189    	0.047     
0.008     	-0.181    	0.039     
0.016     	-0.189    	0.032     
0.000     	-0.205    	0.032     
0.000     	-0.189    	0.032     
0.000     	-0.213    	0.024     
-0.008    	-0.229    	0.032     
-0.016    	-0.213    	0.032     
-0.008    	-0.221    	0.063     
0.032     	-0.205    	0.055     
0.024     	-0.221    	0.063     
0.008     	-0.205    	0.071     
0.008     	-0.221    	0.063     
0.024     	-0.197    	0.063     
0.024     	-0.197    	0.063     
0.016     	-0.181    	0.063     
0.016     	-0.197    	0.055     
0.008     	-0.197    	0.071     
0.008     	-0.189    	0.063     
